Rank,Name,Platform,Year,Genre,Publisher
426,Cooking Mama: Cook Off,PSP,2008,Action,Sony Computer Entertainment
427,Titanfall,SNES,1995,Role-Playing,Enix Corporation
428,Sonic Mega Collection Plus,X360,2010,Misc,MTV Games
429,Sega Superstars Tennis,PS2,2003,Action,Atari
430,World Soccer Winning Eleven 7 International,WiiU,2015,Platform,Nintendo
431,Hot Shots Golf 3,PS3,2010,Role-Playing,Bethesda Softworks
432,Call of Duty: Finest Hour,Wii,2008,Action,Warner Bros. Interactive Entertainment
433,Zumba Fitness 2,DS,2008,Misc,Nintendo
434,Syphon Filter,PS2,2001,Simulation,Sony Computer Entertainment Europe
435,Imagine: Babyz,DS,2008,Adventure,Disney Interactive Studios
436,Colin McRae Rally,GC,2001,Simulation,Nintendo
437,Madden NFL 13,DS,2008,Action,Warner Bros. Interactive Entertainment
438,The Elder Scrolls III: Morrowind,DS,2005,Platform,Sega
439,Mortal Kombat,PS3,2012,Shooter,Capcom
440,F-Zero,XOne,2014,Shooter,Microsoft Game Studios
441,Yoshi's Story,PS2,2007,Sports,Electronic Arts
442,Command & Conquer: Red Alert,PS,2000,Action,Activision
443,Skylanders: Spyro's Adventure,PS,1998,Racing,Electronic Arts
444,BioShock,N64,1999,Racing,Nintendo
445,Madden NFL 10,DS,2006,Misc,Nintendo
446,Medal of Honor,PS3,2007,Role-Playing,Ubisoft
447,WWE SmackDown! vs. Raw,NES,1990,Role-Playing,Enix Corporation
448,Metroid Prime,PS3,2010,Adventure,Sony Computer Entertainment
449,Finding Nemo,X360,2010,Role-Playing,Electronic Arts
450,Myst,X360,2014,Sports,Electronic Arts
451,Need for Speed: Hot Pursuit,PS2,2002,Fighting,Atari
452,Imagine: Fashion Designer,PS2,2001,Sports,Electronic Arts
453,WWE SmackDown! Here Comes the Pain,NES,1986,Sports,Namco Bandai Games
454,Star Wars: The Force Unleashed,X360,2012,Shooter,Take-Two Interactive
455,Yoshi's Island DS,3DS,2013,Action,Nintendo
456,Hot Shots Golf,GB,1994,Platform,Nintendo
457,Killzone 3,PC,2002,Simulation,Electronic Arts
458,A Bug's Life,X360,2012,Role-Playing,Electronic Arts
459,WWF SmackDown! Just Bring It,X360,2008,Action,Activision
460,Dragon Quest V: Tenkuu no Hanayome,X360,2012,Shooter,Ubisoft
461,Mortal Kombat Trilogy,Wii,2010,Platform,Disney Interactive Studios
462,NBA Street,X360,2008,Action,THQ
463,Professor Layton and the Last Specter,PS,1995,Platform,Ubisoft
464,Monster Hunter Tri,PS3,2009,Shooter,Sony Computer Entertainment
465,Jak II,XB,2002,Action,Ubisoft
466,inFAMOUS: Second Son,NES,1987,Fighting,Nintendo
467,Ratchet & Clank: Going Commando,PS2,2002,Sports,THQ
468,Tekken 6,XOne,2015,Shooter,Microsoft Game Studios
469,The Sims,X360,2012,Sports,Take-Two Interactive
470,Sonic and the Secret Rings,PS2,2007,Fighting,Atari
471,Saints Row: The Third,PS2,2008,Fighting,2008
472,Missile Command,PS4,2014,Action,Warner Bros. Interactive Entertainment
473,Mario Paint,SNES,1993,Shooter,Nintendo
474,Pokémon Stadium 2,PC,2000,Misc,Electronic Arts
475,Metroid,PS2,2002,Sports,Konami Digital Entertainment
476,Call of Duty 3,PS2,2001,Action,Capcom
477,Onimusha: Warlords,3DS,2015,Simulation,Nintendo
478,Mortal Kombat X,PS3,2010,Shooter,Electronic Arts
479,Mario Party,PC,2014,Simulation,Electronic Arts
480,Madden NFL 12,PC,2011,Role-Playing,Electronic Arts
481,LEGO Star Wars II: The Original Trilogy,PS2,2003,Platform,Sega
482,Madden NFL 11,DS,2008,Platform,Nintendo
483,Mario vs. Donkey Kong: Mini-Land Mayhem!,PS2,2002,Action,Eidos Interactive
484,Skate 3,X360,2009,Fighting,Capcom
485,Burnout 3: Takedown,N64,1996,Racing,Nintendo
486,Yokai Watch 2 Shinuchi,PS2,2003,Shooter,Sony Computer Entertainment
487,Need for Speed: Shift,PS2,2005,Fighting,THQ
488,Final Fantasy XIII-2,PS3,2009,Action,Sony Computer Entertainment
489,Call Of Duty 2: Big Red One,GBA,2001,Puzzle,Atari
490,Fable,X360,2007,Role-Playing,Microsoft Game Studios
491,Hannah Montana,Wii,2006,Puzzle,Nintendo
492,Skylanders Giants,Wii,2007,Simulation,505 Games
493,Medal of Honor Heroes,GBA,2002,Platform,Nintendo
494,Super Mario Bros.: The Lost Levels,PS4,2013,Sports,Electronic Arts
495,Star Wars: Shadows of the Empire,XOne,2014,Shooter,Electronic Arts
496,Midnight Club: Street Racing,PS2,2004,Misc,Sega
497,Pac-Man: Adventures in Time,X360,2008,Sports,Sega
498,Halo Wars,PS2,2003,Sports,Konami Digital Entertainment
499,God of War Collection,PS3,2012,Racing,Electronic Arts
500,ESPN NFL 2K5,PS2,2001,Sports,Sony Computer Entertainment
501,Mario Strikers Charged,PS2,2004,Shooter,Activision
502,NBA 2K12,Wii,2011,Sports,Majesco Entertainment
503,Style Savvy,PS,1999,Shooter,Sony Computer Entertainment
504,Harry Potter and the Chamber of Secrets,DS,2007,Simulation,Ubisoft
505,Super Mario All-Stars: Limited Edition,PS,1998,Racing,Codemasters
506,Streets of Rage,XOne,2013,Shooter,Activision
507,FIFA Soccer 09,X360,2012,Sports,Electronic Arts
508,Ratchet & Clank Future: Tools of Destruction,XB,2002,Role-Playing,Ubisoft
509,NBA Live 2005,PS3,2011,Fighting,Warner Bros. Interactive Entertainment
510,Killzone: Shadow Fall,SNES,1990,Racing,Nintendo
511,Ghostbusters: The Video Game (DS Version),N64,1997,Platform,Nintendo
512,Monster Hunter Freedom 2,PC,1996,Strategy,Virgin Interactive
513,WWE SmackDown vs. RAW 2007,Wii,2011,Action,Activision
514,Ratchet & Clank: Up Your Arsenal,PS3,2015,Sports,Electronic Arts
515,Art Academy,PS3,2010,Action,Ubisoft
516,Dragon Age: Origins,X360,2007,Shooter,Take-Two Interactive
517,Madden NFL 08,X360,2009,Sports,Electronic Arts
518,Sonic Adventure 2 Battle,PS3,2010,Shooter,Electronic Arts
519,Dragon Warrior II,PS2,2002,Fighting,THQ
520,Pokémon Colosseum,GC,2002,Shooter,Nintendo
521,Deca Sports,GBA,2003,Action,THQ
522,Madden NFL 09,PC,1994,Adventure,Red Orb
523,Space Invaders,PS3,2010,Racing,Electronic Arts
524,Crazy Taxi,DS,2007,Simulation,Ubisoft
525,Perfect Dark,PS2,2003,Fighting,THQ
526,Game Party,X360,2008,Action,LucasArts
527,Dragon Warrior,DS,2006,Platform,Nintendo
528,Tomb Raider (2013),PS,1997,Sports,Sony Computer Entertainment
529,Marvel: Ultimate Alliance,PS3,2011,Shooter,Sony Computer Entertainment
530,PES 2009: Pro Evolution Soccer,PS,1998,Platform,Sony Computer Entertainment
531,Mario Party 2,PS2,2001,Fighting,THQ
532,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,SNES,1992,Role-Playing,Enix Corporation
533,LEGO Harry Potter: Years 1-4,PS,1996,Fighting,GT Interactive
534,Mortal Kombat: Deadly Alliance,PC,2011,Shooter,Electronic Arts
535,Resistance 2,PS2,2001,Sports,Electronic Arts
536,Pure,DS,2009,Puzzle,Nintendo
537,Tomb Raider: The Last Revelation,3DS,2011,Role-Playing,Nintendo
538,Rock Band,PS2,2003,Platform,Sony Computer Entertainment
539,NBA 2K14,PS4,2014,Action,Sony Computer Entertainment
540,Mario Party 4,PS2,2003,Platform,Sony Computer Entertainment
541,uDraw Studio,PS3,2009,Fighting,Namco Bandai Games
542,Midnight Club: Los Angeles,PS2,2003,Simulation,Electronic Arts
543,Final Fantasy V,Wii,2007,Platform,Sega
544,Final Fantasy Tactics,X360,2011,Action,THQ
545,Twisted Metal 2,2600,1980,Shooter,Atari
546,Halo: Combat Evolved Anniversary,SNES,1992,Misc,Nintendo
547,Need for Speed Carbon: Own the City,PS4,2013,Action,Ubisoft
548,The Sims: Bustin' Out,N64,2000,Strategy,Nintendo
549,Riven: The Sequel to Myst,NES,1986,Action,Nintendo
550,Tom Clancy's Rainbow Six: Vegas 2,X360,2011,Adventure,Take-Two Interactive
551,Sonic Adventure,X360,2006,Shooter,Activision
552,Ice Hockey,GBA,2002,Action,Nintendo
553,pro evolution soccer 2011,PS2,2001,Action,Virgin Interactive
554,Dragon Ball Z: Budokai 2,PS4,2015,Fighting,Warner Bros. Interactive Entertainment
555,ATV Offroad Fury,N64,1998,Misc,Nintendo
556,Dino Crisis,X360,2011,Sports,Electronic Arts
557,Need for Speed: ProStreet,PS2,2006,Action,LucasArts
558,Tetris Plus,X360,2010,Sports,Electronic Arts
559,Pro Wrestling,DS,2010,Puzzle,Nintendo
560,Theme Hospital,X360,2010,Sports,Electronic Arts
561,Frogger's Adventures: Temple of the Frog,PS2,2004,Racing,Electronic Arts
562,Need for Speed (2015),3DS,2014,Role-Playing,Level 5
563,Monopoly,PS3,2009,Racing,Electronic Arts
564,Batman: Arkham Origins,PS3,2011,Role-Playing,Square Enix
565,Dead Island,GEN,1992,Fighting,Arena Entertainment
566,Guitar Hero,PS2,2005,Shooter,Activision
567,Kinect: Disneyland Adventures,X360,2008,Misc,Activision
568,WCW/nWo Revenge,PS,1998,Shooter,Electronic Arts
569,Bloodborne,XB,2004,Role-Playing,Microsoft Game Studios
570,NBA 2K15,DS,2006,Action,Disney Interactive Studios
571,Yu-Gi-Oh! The Duelists of the Roses,PS2,2003,Action,Ubisoft
572,Half-Life 2,Wii,2012,Action,Activision
573,The Incredibles,PSP,2006,Shooter,Electronic Arts
574,Tony Hawk's Underground 2,NES,1986,Platform,Nintendo
575,Kinect Sports: Season Two,N64,1996,Action,Nintendo
576,Kirby's Dream Land 2,X360,2007,Action,LucasArts
577,Donkey Kong Land II,PS2,2000,Racing,Take-Two Interactive
578,Dragon Warrior Monsters,PSP,2006,Fighting,Sony Computer Entertainment
579,Skylanders SWAP Force,X360,2009,Strategy,Microsoft Game Studios
580,WWE SmackDown vs Raw 2008,PS3,2009,Action,Sony Computer Entertainment
581,My Fitness Coach,PS2,2004,Sports,Sega
582,Resident Evil - Code: Veronica X,Wii,2007,Sports,Nintendo
583,The Legend of Zelda: Majora's Mask 3D,X360,2010,Shooter,Electronic Arts
584,Just Dance Kids,X360,2009,Sports,Electronic Arts
585,Mario Tennis,X360,2011,Sports,Take-Two Interactive
586,Grand Theft Auto,DS,2008,Simulation,Nintendo
587,James Bond 007: Everything or Nothing,PS2,2002,Action,Electronic Arts
588,WarioWare Touched!,Wii,2010,Platform,Nintendo
589,Need For Speed: High Stakes,GEN,1990,Action,Sega
590,Chrono Trigger,PS3,2008,Sports,Electronic Arts
591,Cool Boarders 3,PS3,2007,Platform,Sony Computer Entertainment
592,LEGO Marvel Super Heroes,PS2,2004,Sports,Electronic Arts
593,Guild Wars 2,PSP,2009,Platform,Sony Computer Entertainment
594,Pokemon Ranger: Shadows of Almia,PS4,2013,Shooter,Sony Computer Entertainment
595,God of War: Ascension,X360,2009,Action,Take-Two Interactive
596,Pro Evolution Soccer 2010,PSP,2007,Role-Playing,Capcom
597,Just Dance 2015,PS2,2006,Fighting,THQ
598,Yokai Watch Busters,PS2,2004,Platform,Sony Computer Entertainment
599,Mario Bros.,DS,2010,Misc,Nintendo
600,TOCA Touring Car Championship,X360,2009,Role-Playing,Electronic Arts
601,Paper Mario: Sticker Star,PS2,2007,Sports,Electronic Arts
602,Sonic's Ultimate Genesis Collection,GC,2001,Platform,Sega
603,Super Monkey Ball: Banana Blitz,NES,1987,Role-Playing,Enix Corporation
604,Kirby: Nightmare in Dream Land,PS3,2012,Sports,Electronic Arts
605,Wario Land 4,GC,2003,Role-Playing,Nintendo
606,Onimusha 2: Samurai's Destiny,Wii,2008,Sports,Konami Digital Entertainment
607,Cool Boarders 2,X360,2008,Sports,Electronic Arts
608,Paper Mario: The Thousand-Year Door,2600,2008,Shooter,Atari
609,Dissidia: Final Fantasy,PS2,2001,Racing,Acclaim Entertainment
610,Sonic Advance,N64,2000,Action,Nintendo
611,Spyro: Season of Ice,Wii,2007,Misc,Midway Games
612,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1986,Role-Playing,Capcom
613,Dance Dance Revolution X2,PS3,2013,Action,Square Enix
614,New Super Luigi U,X360,2006,Role-Playing,Activision
615,Prince of Persia: The Sands of Time,PS2,2008,Sports,Konami Digital Entertainment
616,Scribblenauts,N64,1999,Misc,Nintendo
617,The Legend of Zelda: Link's Awakening DX,PS3,2011,Action,THQ
618,BioShock 2,XB,2003,Action,Take-Two Interactive
619,Devil May Cry 3: Dante's Awakening Special Edition,Wii,2010,Action,Warner Bros. Interactive Entertainment
620,Rock Band 2,PS2,2002,Fighting,Midway Games
621,Wario Land 3,PS3,2008,Shooter,Sony Computer Entertainment
622,Pro Yakyuu Family Stadium,X360,2008,Racing,Disney Interactive Studios
623,Sonic Unleashed,PS,1998,Action,Eidos Interactive
624,High School Musical: Makin' the Cut!,PS3,2012,Sports,Take-Two Interactive
625,Pro Evolution Soccer 2012,X360,2008,Misc,Electronic Arts
626,Saints Row,X360,2013,Sports,Take-Two Interactive
627,Star Wars: Knights of the Old Republic,GC,2002,Misc,Nintendo
628,Kirby's Pinball Land,Wii,2010,Misc,THQ
629,Hitman: Absolution,PS3,2008,Racing,Take-Two Interactive
630,Yu-Gi-Oh: Duel Monsters 4,SNES,1992,Role-Playing,SquareSoft
631,ATV Offroad Fury 2,PS,1997,Role-Playing,SquareSoft
632,Forza Motorsport 5,PS,1996,Racing,Sony Computer Entertainment
633,Madden NFL 25,X360,2011,Shooter,Microsoft Game Studios
634,Pokemon Ranger,PSP,2006,Racing,Electronic Arts
635,Mario & Luigi: Superstar Saga,PS2,2003,Simulation,Electronic Arts
636,Star Wars: Rogue Squadron,PC,1997,Adventure,Red Orb
637,Tennis,X360,2008,Shooter,Ubisoft
638,The Sims: House Party,DC,1998,Platform,Sega
639,Your Shape featuring Jenny McCarthy,NES,1988,Sports,Nintendo
640,Syphon Filter 2,PS3,2010,Sports,Konami Digital Entertainment
641,Tom Clancy's Rainbow Six: Siege,PS2,2003,Fighting,Atari
642,Volleyball,PS2,2001,Racing,Sony Computer Entertainment
643,Call of Duty: Roads to Victory,PS,1998,Action,Capcom
644,Super Mario RPG: Legend of the Seven Stars,XOne,2014,Misc,Microsoft Game Studios
645,Mahjong,PS2,2007,Racing,Electronic Arts
646,R.C. Pro-Am,XOne,2015,Sports,Electronic Arts
647,SimCity 2000,PS,1996,Puzzle,JVC
648,Demon Attack,NES,1987,Fighting,Nintendo
649,Dance Dance Revolution Extreme,PC,1997,Strategy,Electronic Arts
650,Tetris DS,GBA,2008,Adventure,Konami Digital Entertainment
651,Final Fantasy Tactics Advance,PS4,2015,Racing,Electronic Arts
652,Far Cry: Primal,X360,2010,Sports,505 Games
653,Toy Story 3: The Video Game,Wii,2008,Action,LucasArts
655,Kirby's Epic Yarn,PC,1994,Misc,Hasbro Interactive
656,Project Gotham Racing,PS3,2013,Action,Warner Bros. Interactive Entertainment
657,Need for Speed: Hot Pursuit 2,X360,2011,Action,Deep Silver
658,Mario Sports Mix,PS2,2005,Misc,RedOctane
659,Dynasty Warriors 4,PS3,2007,Action,LucasArts
660,Parasite Eve,X360,2011,Misc,Microsoft Game Studios
661,Scooby-Doo! Night of 100 Frights,N64,1998,Fighting,THQ
662,Project Gotham Racing (JP weekly sales),PS4,2015,Action,Sony Computer Entertainment
663,Need for Speed: Most Wanted 5-1-0,PS4,2014,Sports,Take-Two Interactive
664,Portal 2,PS3,2010,Sports,Electronic Arts
665,Devil May Cry 3: Dante's Awakening,PS2,2001,Misc,Konami Digital Entertainment
666,Derby Stallion,X360,2007,Sports,Electronic Arts
667,Dead Rising,PC,2004,Shooter,Vivendi Games
668,NBA 2K11,PS2,2004,Action,THQ
669,Wipeout: The Game,PS2,2004,Sports,Activision
670,The Sims 2: Pets,PS3,2009,Sports,Electronic Arts
671,Battlefield: Hardline,X360,2011,Sports,Microsoft Game Studios
672,Metal Gear Solid: Peace Walker,GB,1995,Platform,Nintendo
673,World of Warcraft: Cataclysm,DS,2010,Action,Warner Bros. Interactive Entertainment
674,Tetris Worlds,GB,1996,Platform,Nintendo
675,Need For Speed: Undercover,GB,1998,Role-Playing,Eidos Interactive
676,Dance Dance Revolution: Hottest Party,X360,2008,Racing,Take-Two Interactive
677,Mario Party 5,Wii,2013,Platform,Activision
678,Sim Theme Park,PS2,2007,Fighting,THQ
679,Warcraft: Orcs & Humans,Wii,2008,Sports,Ubisoft
680,Spec Ops: Airborne Commando,PS2,2001,Action,Capcom
681,Kingdom Hearts: Birth by Sleep,X360,2010,Simulation,Electronic Arts
682,UFC 2009 Undisputed,3DS,2015,Action,Nintendo
683,Dark Souls,XOne,2015,Sports,Take-Two Interactive
684,Yu-Gi-Oh! The Eternal Duelist Soul,Wii,2010,Misc,Ubisoft
685,Tom Clancy's Splinter Cell: Conviction,N64,2000,Sports,Nintendo
686,Pokemon Mystery Dungeon: Red/Blue Rescue Team,PS,1997,Action,Take-Two Interactive
687,R4: Ridge Racer Type 4,PS2,2004,Shooter,Electronic Arts
688,SoulCalibur II,DS,2004,Puzzle,Nintendo
689,Mario & Luigi: Dream Team,PS,1999,Racing,Electronic Arts
690,Pokémon Mystery Dungeon: Blue Rescue Team,SNES,1995,Role-Playing,SquareSoft
691,Sonic Mega Collection,PS,1998,Sports,989 Studios
692,NBA Jam,X360,2013,Action,Warner Bros. Interactive Entertainment
693,PGR4 - Project Gotham Racing 4,PC,2012,Action,NCSoft
694,Kingdom Hearts 358/2 Days,DS,2008,Role-Playing,Nintendo
695,Dance Central 2,PS3,2011,Action,Deep Silver
696,Rayman Raving Rabbids: TV Party,PC,1997,Action,Eidos Interactive
697,SOCOM: U.S. Navy SEALs: Combined Assault,PS3,2013,Action,Sony Computer Entertainment
698,Peter Jackson's King Kong: The Official Game of the Movie,XB,2004,Racing,Electronic Arts
699,Need for Speed: The Run,PS3,2009,Sports,Konami Digital Entertainment
700,Madden NFL 15,Wii,2014,Misc,Ubisoft
701,1080°: TenEighty Snowboarding,3DS,2015,Action,Level 5
702,NBA Live 2004,NES,1983,Platform,Nintendo
703,Dead Space,PS2,2008,Sports,Electronic Arts
704,Call of Duty 2,PS3,2008,Action,LucasArts
705,Forza Horizon,PS3,2012,Shooter,Take-Two Interactive
706,TouchMaster,PS,1997,Racing,Codemasters
707,Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo
708,DriveClub,PS3,2009,Misc,Sega
709,Super Street Fighter II,Wii,2006,Misc,Sega
710,Mortal Kombat vs. DC Universe,GBA,2002,Platform,Nintendo
711,Tenchu: Stealth Assassins,GBA,2001,Platform,Nintendo
712,SimCity,PS3,2007,Misc,Activision
713,Dragon Age: Inquisition,Wii,2008,Shooter,Activision
714,Sonic Classic Collection,Wii,2007,Action,Capcom
715,Spyro: Enter the Dragonfly,PSV,2014,Misc,Sony Computer Entertainment Europe
716,Devil May Cry 2,PS2,2002,Adventure,Capcom
717,Burnout Paradise,PS,1997,Sports,UEP Systems
718,E.T.: The Extra Terrestrial,GC,2004,Role-Playing,Nintendo
719,BioShock Infinite,PS3,2011,Sports,Electronic Arts
720,Hot Shots Golf: Open Tee,Wii,2009,Role-Playing,Nintendo
721,Rad Racer,PSP,2008,Fighting,Square Enix
722,Soccer,GBA,2001,Platform,Sega
723,Kirby Squeak Squad,GBA,2001,Platform,Vivendi Games
724,Tom Clancy's Rainbow Six: Vegas,NES,1990,Action,Konami Digital Entertainment
725,Crash Nitro Kart,DS,2008,Action,Activision
726,Star Wars: Dark Forces,PS2,2009,Simulation,Konami Digital Entertainment
727,NBA Street Vol. 2,WiiU,2013,Platform,Nintendo
728,Def Jam Vendetta,PS2,2003,Action,Ubisoft
729,Who wants to be a millionaire,DS,2009,Puzzle,Warner Bros. Interactive Entertainment
730,Scooby Doo and the Cyber Chase,GB,1998,Adventure,Nintendo
731,Alleyway,X360,2010,Racing,Electronic Arts
732,Dragon Ball Z: Budokai 3,X360,2010,Shooter,Take-Two Interactive
733,Jet Moto 2,XOne,2013,Action,Ubisoft
734,Tom Clancy's Ghost Recon,PS2,2006,Action,Capcom
735,X-Men Legends,X360,2008,Misc,Electronic Arts
736,Mortal Kombat II,2600,1981,Action,Parker Bros.
737,Virtua Fighter 2,X360,2007,Misc,Activision
738,Tetris DX,GB,2000,Platform,Nintendo
739,Mario Super Sluggers,NES,1986,Sports,Namco Bandai Games
740,The Legend of Zelda: Oracle of Ages,Wii,2008,Platform,Sega
741,Red Faction,DS,2007,Puzzle,Disney Interactive Studios
742,The Sims: Makin' Magic,PS3,2011,Action,Konami Digital Entertainment
743,MX Unleashed,X360,2006,Action,THQ
744,PaRappa The Rapper,XB,2003,Role-Playing,Activision
745,Toy Story Mania!,GB,1992,Misc,Nintendo
746,Mario Party 3,GB,2000,Platform,Nintendo
747,Game Party 2,PS3,2012,Action,Square Enix
748,Destiny: The Taken King,GB,2000,Role-Playing,Konami Digital Entertainment
749,LEGO Star Wars III: The Clone Wars,PS2,2002,Racing,THQ
750,Star Wars Rogue Leader: Rogue Squadron II,XOne,2013,Racing,Microsoft Game Studios
751,Max Payne 3,X360,2013,Sports,Electronic Arts
752,Need for Speed Rivals,DS,2006,Role-Playing,Nintendo
753,Yokai Watch,GBA,2003,Role-Playing,Nintendo
754,Ratchet & Clank Future: A Crack in Time,X360,2010,Role-Playing,Square Enix
755,Yu-Gi-Oh! Forbidden Memories,N64,1998,Simulation,Nintendo
756,Mortal Kombat: Deception,NES,1984,Sports,Nintendo
757,Hot Shots Golf 2,PC,2001,Simulation,Electronic Arts
758,Medal of Honor: European Assault (All Region sales),Wii,2009,Sports,Ubisoft
759,WCW Nitro,PS,2000,Shooter,Sony Computer Entertainment
760,High School Musical: Sing It!,PS4,2015,Shooter,Ubisoft
761,Star Fox Adventures,NES,1987,Sports,Nintendo
762,FIFA 2000,XOne,2014,Sports,Electronic Arts
763,Dynasty Warriors 3,PSP,2007,Shooter,Activision
764,The Legend of Zelda: Oracle of Seasons,SNES,1996,Role-Playing,Nintendo
765,Shrek 2,NES,1983,Misc,Nintendo
766,The Legend of Dragoon,NES,1988,Racing,Nintendo
767,Turok 2: Seeds of Evil,PC,1992,Simulation,Maxis
768,SingStar,2600,1981,Shooter,Imagic
769,LittleBigPlanet 3,PS2,2004,Simulation,Konami Digital Entertainment
770,NBA Live 2002,DS,2006,Puzzle,Nintendo
771,Phineas and Ferb,GBA,2003,Role-Playing,SquareSoft
772,Chrono Cross,PS4,2016,Action,Ubisoft
773,GoldenEye 007 (2010),DS,2010,Action,Disney Interactive Studios
774,Mario Party: Island Tour,DS,2006,Role-Playing,Square Enix
775,Jak 3,Wii,2010,Platform,Nintendo
776,Rayman Raving Rabbids 2,XB,2001,Racing,Microsoft Game Studios
777,Kingdom Hearts: Chain of Memories,GB,1989,Sports,Nintendo
778,Pinball,PS3,2011,Sports,Take-Two Interactive
779,inFAMOUS 2,PS3,2009,Shooter,Take-Two Interactive
780,Gran Turismo Concept 2001 Tokyo,N64,2000,Sports,Activision
781,Demon's Souls,PS3,2008,Sports,Konami Digital Entertainment
782,NCAA Football 06,PS2,2002,Racing,Electronic Arts
